author,content,time,sentiment,principal
Amiwen,讀多高直接繼承祖業就好然後柯文哲又,05/19,0.987674954379226,柯文哲
percy921,柯文哲要配何瑞英這樣可以拉牛鬼蛇神,05/19,0.25463076917668304,柯文哲
AtDe,票投柯文哲讓KMT老三,05/19,0.35812890493586336,柯文哲
dragonjj,你是不是少了柯文哲,05/19,0.4999463789883437,柯文哲
dragonjj,明明郭董跟柯文哲的票源相近要投也是,05/19,0.5641118052360912,柯文哲
dragonjj,投柯文哲阿不過我打算去日本玩,05/19,0.40564009609209106,柯文哲
ggsize123,最後一句露出馬腳了票投柯文哲下架,05/19,0.39337416716827867,柯文哲
gn7722,郭找柯要幹嘛柯文哲要當副總統喔,05/19,0.041135595802054725,柯文哲
gn7722,跑去哪投給賴清德喔還是投給柯文哲,05/19,0.016597770358766972,柯文哲
cystal,柯文哲一開口就只會幹妳娘雞掰,05/19,0.1673157028207477,柯文哲
indium111,淚投給侯還有柯文哲這個選擇,05/19,0.008217422147312692,柯文哲
eric999,反而美國人不喜歡柯文哲我是覺得你不是,05/19,0.5541324162355653,柯文哲
drfg0119,可是我生活圈的人也都不討厭柯文哲反,05/19,0.66322149159374,柯文哲
indium111,我希望柯文哲最少要大於20%理想是25,05/19,0.6181389488783876,柯文哲
xppig,哇理念派欸柯文哲覺得鍾東錦是苗,05/19,0.15619851952411068,柯文哲
Mithra,爽到柯文哲,05/19,0.8800435298150436,柯文哲
suntw,柯文哲還跟黑道在一起,05/19,0.5658973657682813,柯文哲
malisse74,不就是柯文哲一張臭嘴開始的,05/19,0.12133849750938464,柯文哲
seabox,沒有而且柯文哲也是台獨份子,05/19,0.2709680575566582,柯文哲
seabox,柯文哲那種個性怎麼可能投降,05/19,0.07751076095970344,柯文哲
seabox,民進黨跟柯文哲本來就很難投降他們投降就,05/19,0.20075044214568893,柯文哲
CALLING,柯文哲去到中國乖得跟小雞一樣好嗎,05/19,0.7563319383825534,柯文哲
zangetsu9006,柯文哲約300票,05/19,0.3093336083488587,柯文哲
onetwo01,柯文哲吸收不少英粉是真的,05/19,0.6809055306852861,柯文哲
a1277034,傻孩子柯文哲不是黃珊珊賴清德也沒,05/19,0.36144124416113654,柯文哲
conanhide,柯文哲20太高了他這種應該10差就很好,05/19,0.04192263266477381,柯文哲
conanhide,太多所謂賭爛藍票拿去灌柯文哲嗎,05/19,0.004968510175254237,柯文哲
conanhide,綠的怎麼會投柯文哲,05/19,0.20505075385316895,柯文哲
onetwo01,很多英粉會投柯文哲,05/19,0.2636338776481493,柯文哲
malisse74,人家柯文哲想取代你了,05/19,0.6657822257925373,柯文哲
Taiwan007,被柯文哲挖了多少票了笑死,05/19,0.35078153528115474,柯文哲
conanhide,年輕人有柯文哲憧憬覺得其他人都是白,05/19,0.15701946085777485,柯文哲
benothing,了咧要說什麼要想好柯文哲自己打,05/19,0.4147191862263846,柯文哲
indium111,人看完決定投給柯文哲比較好阿北該,05/19,0.06772587887946724,柯文哲
indium111,這個拿給淺藍的看可以幫柯文哲拉到,05/19,0.11871180560331485,柯文哲
blargelp,年輕人空氣票啊柯文哲直接不要老人票比,05/19,0.21441768967803643,柯文哲
KTFGU,塔綠班真的急了XD柯文哲好賺啊,05/19,0.9160799266115077,柯文哲
purplvampire,柯文哲連南部都上升了,05/19,0.7757619938393946,柯文哲
cplzgr,柯韓粉別再哭柯文哲幹嘛要選了猴,05/19,0.3179462346108075,柯文哲
falconer,柯文哲在游盈隆的區域細項和TVBS的區域,05/19,0.3473553650091501,柯文哲
conanhide,柯文哲都分了這麼多藍票了賴清德還輸,05/19,0.11996204892500661,柯文哲
conanhide,柯文哲在談話中也有戲,05/19,0.29784866548200184,柯文哲
Taiwan007,不可能禮讓陳婉惠因為柯文哲有選總,05/19,0.14984991813162551,柯文哲
conanhide,李登輝認證柯文哲怪怪的,05/19,0.3170608958208875,柯文哲
tony121010,柯文哲真的有夠爛,05/19,0.5658973657682796,柯文哲
tony121010,柯文哲考50分其他縣市長都90分喔XD,05/19,0.18359786115397791,柯文哲
tony121010,柯文哲就是個墊底爛貨四趴仔別吹了,05/19,0.01818938549011828,柯文哲
tony121010,其他縣市長就是除了柯文哲以外的縣市,05/19,0.12422728073685896,柯文哲
tony121010,在柯文哲襯托下其他人大概都5星吧,05/19,0.20741689530390317,柯文哲
tony121010,柯文哲就是這麼爛,05/19,0.10450151684711073,柯文哲
kuosos520,五星旗市長柯文哲,05/19,0.35906541695713423,柯文哲
conanhide,柯文哲的承諾能信韓國瑜都能,05/19,0.9132533957180807,柯文哲
holyhelm,一般來說會選擇邊緣柯文哲不討論他,05/19,0.01404284974636727,柯文哲
Lailungsheng,bitly41PkPBk柯文哲,05/19,0.5366878821611937,柯文哲
osalucard,真好奇是那家民調把柯文哲拉到25%,05/19,0.9643301086379278,柯文哲
joe10337,都落後柯文哲也拉近了嘻嘻,05/19,0.9957749991186274,柯文哲
rogudan,支持柯文哲,05/19,0.660417216226333,柯文哲
spa41260,是柯文哲確定提名的所以柯侯的民,05/19,0.9194543055509655,柯文哲
milk830122,民進黨出事自己負責藍白出事柯文哲,05/19,0.41302951597539983,柯文哲
yanhsin,重點是柯文哲這三個字蔡英文就沒問題,05/19,0.02273259138295236,柯文哲
purplvampire,推柯文哲就說塔塔每天都揮拳K自己,05/19,0.3352928851194662,柯文哲
Willier,柯文哲狂嗆美國當作沒人知道,05/19,0.8006741749700151,柯文哲
Delisaac,這件事其實柯文哲沒講錯但可笑的是他,05/19,0.9328900258687559,柯文哲
omanorboyo,柯文哲跟鍾東錦合照,05/19,0.6046783145517195,柯文哲
rogudan,柯文哲治理下的台北其實非常好我遇到,05/19,0.6496401767390968,柯文哲
pchunters,好哦柯文哲垃圾換你駡民進黨了,05/19,0.26078775720225,柯文哲
piliwu,跟柯文哲一樣財商0分,05/19,0.0037751184038778973,柯文哲
omanorboyo,鏡頭轉到柯文哲跟鍾東錦合照,05/19,0.5274508894720912,柯文哲
thbygn98,柯文哲的票群如果都是剛出社會的那真的,05/19,0.07825967795228017,柯文哲
jerrygo,大巨蛋馬英九弄的柯文哲也都不用負責,05/19,0.32737029649116456,柯文哲
rogudan,這些都是柯文哲民眾黨所能包容的對象,05/19,0.9501838918713922,柯文哲
brella,柯網軍目前戰略是不斷鼓吹柯文哲有贏的可,05/19,0.06516471713469263,柯文哲
brella,透過柯文哲侯友宜,05/19,0.45808188760132873,柯文哲
rogudan,行者絕對就是柯文哲民眾黨,05/19,0.9307105445331326,柯文哲
wenchii,柯文哲真的賺到了,05/19,0.5409527415555925,柯文哲
malisse74,問題是柯文哲不會言而有信啊,05/19,0.014480762262663815,柯文哲
adamas0422,到底多蠢去相信柯文哲的嘴,05/19,0.4972375301751356,柯文哲
blue1234,不如吐司卡去應徵柯文哲副手吧,05/19,0.1874160237706297,柯文哲
malisse74,517在洗柯文哲的都是柯粉耶,05/19,0.08234929954869785,柯文哲
coeXist,又有一個大柯粉ID來了超級關心柯文哲的,05/19,0.076895296747171,柯文哲
shirman,來吹捧柯文哲的都是真柯黑呢,05/19,0.26562414591005234,柯文哲
brella,三樓柯文哲網軍開始賣力吹了,05/19,0.05203413279507885,柯文哲
joe00477,柯文哲就是民進黨臥底,05/19,0.5848604832386313,柯文哲
LPXLCSK,紅明顯柯文哲目前的支持者其實不是什麼,05/19,0.32548382976241774,柯文哲
LeeSeDol,柯文哲跟鍾東錦只是禮貌性互動,05/19,0.7935754697844893,柯文哲
LeeSeDol,黃承國幫助柯文哲選舉柯文哲幫助鍾東,05/19,0.9842691426399895,柯文哲
LPXLCSK,繼續挺柯文哲這種不懂裝懂的傻子好了,05/19,0.16331145386577361,柯文哲
indium111,拖越久對柯文哲越不利所以柯文哲這,05/19,0.3212653329153706,柯文哲
Tosca,談軌道建設更好笑柯文哲用自償率打死,05/19,0.1531538409092167,柯文哲
Tosca,所以柯文哲這種財務觀念就很有問題啊,05/19,0.5516781739749662,柯文哲
purplvampire,整個版面都是柯文哲你說沒人討論,05/19,0.029701253665562644,柯文哲
indium111,美國不信任柯文哲,05/19,0.8395317243751516,柯文哲
rogudan,目前還是柯文哲說的兩岸一家親最符,05/19,0.4249542914027691,柯文哲
gogen,柯文哲說的兩岸一家親的一家也是一,05/19,0.5821447879910442,柯文哲
rogudan,是指誰但是柯文哲用兩岸一家親包,05/19,0.2481586456075836,柯文哲
rogudan,成為柯文哲說的兩岸一家親柯文哲,05/19,0.26054143598845847,柯文哲
conanhide,柯文哲的信徒,05/19,0.5366878821611937,柯文哲
malisse74,柯文哲花錢有花在刀口嗎,05/19,0.0676566237651618,柯文哲
slimak,柯文哲是有幫他阿公繳國債的錢哦,05/19,0.649252450714877,柯文哲
ucs1,不要跟每天看柯文哲影片打手槍的人講道理,05/19,0.31060703187436,柯文哲
dslite,原來柯文哲只是個傀儡,05/19,0.17927044331376452,柯文哲
suyusian,柯文哲一直以來都沒有變他一直以來就,05/19,0.4093212798494368,柯文哲
allpass1983,民進黨搞到缺電柯文哲願意改變過去,05/19,0.011105153018916791,柯文哲
saufu08,可否問一下喔民進黨都說柯文哲的兩岸政,05/19,0.012058916788039498,柯文哲
autechre,但是柯文哲不當選的話嗑糞學不到教訓欸,05/19,0.009184874097117768,柯文哲
benothing,講得好像柯文哲就是中共的鞋子,05/19,0.6594320979661672,柯文哲
benothing,你有看過民進黨跟柯文哲在議題上合作,05/19,0.04363819650199319,柯文哲
benothing,一想到柯文哲的後門準備變成立委我就,05/19,0.004090805897823291,柯文哲
cooldogy1973,還是2罵一頓又投柯文哲的,05/19,0.2546302942840777,柯文哲
indium111,柯文哲就包牌大師一下子說財政紀律,05/19,0.0667250578661599,柯文哲
LeeSeDol,投柯文哲就不會打仗不用編太多,05/19,0.018276864862938114,柯文哲
rogudan,這次台美貿易是柯文哲促成的民眾黨不,05/19,0.9006984323451523,柯文哲
rogudan,柯文哲的功勞,05/19,0.8986263706504631,柯文哲
rogudan,想搶走原本就是柯文哲的票,05/19,0.25317711653623853,柯文哲
Tosca,投柯文哲本來就是保送民進黨阿廢話,05/19,0.22860173134065298,柯文哲
Tosca,不然難道投柯文哲是助侯當選嗎,05/19,0.13477374077720883,柯文哲
indium111,藍畜一直說柯文哲吸走的是綠粉所以,05/19,0.6077490784252362,柯文哲
AlenCKH,柯文哲民調都追上來了怎麼不是棄猴保,05/19,0.4394588513370603,柯文哲
LeeSeDol,叫柯文哲直接講他預計國防預算是佔多少,05/19,0.15737870331306925,柯文哲
sobiNOva,蔡英文還能號令柯文哲幫她蓋社宅,05/19,0.9719431325607566,柯文哲
sobiNOva,機還不是被柯文哲在之前包牌抄襲我懂,05/19,0.1874266472148748,柯文哲
CavendishJr,你柯文哲開金口前就在做的東西你,05/19,0.8034091603773831,柯文哲
CavendishJr,當蔡是跟進柯文哲XDDDDDD,05/19,0.5848604832386277,柯文哲
shirman,柯文哲當年嗆蔡挑釁中國現在抄襲民進黨,05/19,0.9982236017030324,柯文哲
Dopeman666,買扁鑽的也是柯文哲現在還時空間不,05/19,0.05819300473187339,柯文哲
drea,柯文哲執政台灣處處噴石油石頭都變黃金,05/19,0.022480717052043686,柯文哲
rogudan,印象中是柯文哲去美國回來才有這件,05/19,0.9586194148916113,柯文哲
rogudan,而跟柯文哲比較有關柯文哲受到李登輝,05/19,0.7351083054081904,柯文哲
rogudan,柯文哲的狀況也是中華民國第一次,05/19,0.7222877779948637,柯文哲
purplvampire,柯文哲當北市長前也沒碰過朝0野大,05/19,0.008309662149361574,柯文哲
mark1127,藍綠爛到極點然後台北市柯文哲拿不下,05/19,0.42983339527286213,柯文哲
lazycat5,抄襲失智列車柯文哲最愛騙人,05/19,0.8736410369537317,柯文哲
yukiinsummer,讓我們繼續檢討柯文哲就好,05/19,0.34826015419186684,柯文哲
LPXLCSK,持今天柯文哲的最大的問題根本也不是,05/19,0.02612369675038162,柯文哲
smallweek,會投柯文哲和相信柯文哲的不會管這些,05/19,0.10068234147605704,柯文哲
smallweek,他們有的人相信柯文哲上台什麼都會改,05/19,0.35423830470898365,柯文哲
smallweek,柯文哲和柯黨包牌講法又不是只在這事上,05/19,0.3036042619554564,柯文哲
smallweek,會投柯文哲和相信柯文哲的還是柯文,05/19,0.40643429509087237,柯文哲
smallweek,大家笑的是柯文哲是說不要一般戰機只要,05/19,0.026516272376092442,柯文哲
CavendishJr,所以柯文哲擋得了F16V訂單擋不了魚,05/19,0.265421143583937,柯文哲
cooldogy1973,柯文哲根本沒上任擋個雕,05/19,0.41745359051318287,柯文哲
VicOladipo,的人啊偶爾看一下覺得柯文哲好像講,05/19,0.7956323953351443,柯文哲
dragonjj,對於柯文哲你覺得他經濟有及格,05/19,0.0028826609747965026,柯文哲
CavendishJr,那柯文哲幹嘛支持貪污dpp買貪污魚叉,05/19,0.042789088009283716,柯文哲
sevenlee,持柯文哲,05/19,0.49117446576848445,柯文哲
adamas0422,柯文哲常常講話前後矛盾講好聽一點,05/19,0.7474959296642492,柯文哲
adamas0422,你要信仰很純才能一直接受柯文哲的說,05/19,0.3578385338653861,柯文哲
LeeSeDol,柯文哲副手用這些會笑死人吧,05/19,0.6700494013707736,柯文哲
chyichyi23,笑到地上打滾XD這也能算柯文哲的XD,05/19,0.9804673815123678,柯文哲
lin793156,要不要乾脆說柯文哲一回台烏克蘭就反,05/19,0.19412213545145196,柯文哲
chyichyi23,今天下大雨紓解旱象也是柯文哲的功勞,05/19,0.8165165581360196,柯文哲
lin793156,擊成功了一切都是柯文哲的功勞,05/19,0.9312442962565127,柯文哲
lookjason,我今天早餐吃了一個包子感謝柯文哲,05/19,0.20613191046180068,柯文哲
conanhide,真的柯文哲的信徒快醒來,05/19,0.6345903515730571,柯文哲
Spinner3,民進黨做不到為什麼不請益柯文哲,05/19,0.3006557990902854,柯文哲
heinztzeng,柯文哲就是個低能不懂裝懂之前還說,05/19,0.009811052457580072,柯文哲
heinztzeng,3%是柯文哲說那些美國人和他說的真,05/19,0.6807666607812453,柯文哲
heinztzeng,能3%柯文哲只能見面那些兩腳美國人,05/19,0.8356882212024664,柯文哲
sobiNOva,柯文哲說A綠粉A不可能綠色做A柯抄襲,05/19,0.44466913082910353,柯文哲
spa41260,然轉彎變成柯文哲沒資格喊3%,05/19,0.025347673059211373,柯文哲
CHISN,那找一下柯文哲反對軍購的新聞給大家看,05/19,0.401511310020057,柯文哲
CavendishJr,柯文哲反軍購的新聞還要找一下XDDDD,05/19,0.5660492035401667,柯文哲
tommyhlu,唯一支持柯文哲,05/19,0.6563651907793474,柯文哲
Seifer601,柯文哲去美國才說的被美國人洗臉啦,05/19,0.9556065907350243,柯文哲
RTA,聽說你賣房子挺柯文哲是不是房子賣了就漲,05/19,0.6701235616386365,柯文哲
RTA,價在不爽柯文哲啊,05/19,0.1596310531551458,柯文哲
rogudan,柯文哲目前除了兩岸一家親以外沒,05/19,0.5247246730756197,柯文哲
LPXLCSK,一句話柯文哲只要敢講出他要順著美國積,05/19,0.738888626461748,柯文哲
benothing,片看一下柯文哲不懂軍武在哪裡騙,05/19,0.4370215132218006,柯文哲
benothing,傳道台啦柯文哲這是民粹階級鬥爭的套,05/19,0.9122368970108604,柯文哲
airswalker,柯文哲說話就變來變去以前我也覺得,05/19,0.002214239922835204,柯文哲
Zoro777,說柯文哲只能拿5%笑死現在選都20了,05/19,0.14103678258433627,柯文哲
miler22020,柯文哲真的很有料事先就判斷美國的,05/19,0.8887574885386708,柯文哲
miler22020,基本上跟柯文哲訪美促成有關我覺得,05/19,0.8928173989944055,柯文哲
Iamidiots,柯文哲還沒不要臉到把這種事往自個臉,05/19,0.03276411914782107,柯文哲
mynumber55,柯文哲就是夠無恥,05/19,0.4132074821022982,柯文哲
cloudeda,還不是靠柯文哲訪美促成的,05/19,0.7708731759109095,柯文哲
miler22020,謝謝柯文哲促成,05/19,0.4842453724469108,柯文哲
podon,問就是柯文哲柯神讓台灣更加偉大,05/19,0.10924358902258602,柯文哲
Ccsteeker,常柯文哲重要場合應該也會看稿吧,05/19,0.04369389600188012,柯文哲
volts1549,高智商的人都會投柯文哲,05/19,0.24292438772909264,柯文哲
saokie,柯文哲一直都會失言,05/19,0.32629362498364145,柯文哲
zerochen,赫魯曉夫的失言比起來柯文哲已經算很好,05/19,0.8586004581204901,柯文哲
mark117,柯文哲只有嘴砲欺騙看看這次多少人被,05/19,0.569246828317392,柯文哲
Ccsteeker,柯文哲是真的滿雞掰的,05/19,0.26372328530818223,柯文哲
onetwo01,而且柯文哲會幫他,05/19,0.3909026325475966,柯文哲
a1223356,論述柯文哲起碼講了數十次了,05/19,0.6985153554676684,柯文哲
ludwickfan,柯文哲說他是綠的耶怎麼搞非綠聯盟,05/19,0.15340543338756063,柯文哲
buttery,用過了比學歷柯文哲還更高何況蔡英文,05/19,0.3277472374935494,柯文哲
raygod,柯文哲必定老三啦但是民眾黨應該會選得,05/19,0.6817735928795493,柯文哲
unipatriot,賴清德的對手是柯文哲你在捧賴吧,05/19,0.32616503185180223,柯文哲
unipatriot,賴清德有哪根屌毛比得上柯文哲滾去第,05/19,0.43001341609656263,柯文哲
unipatriot,賴清德連蔡英文都競爭輸還柯文哲www,05/19,0.9163627883887144,柯文哲
nysky,柯文哲只有側翼網軍比別人多執政爛到底,05/19,0.03280175770343485,柯文哲
nysky,柯文哲都問A答B舌戰群儒別笑死人XD,05/19,0.04914331473614997,柯文哲
RumiManiac,柯文哲問A答B他哪句沒回答問題,05/19,6.91038034539293e-05,柯文哲
whiteheart,柯文哲敢講第二任都沒推動社宅嗎所,05/19,0.09481170250853643,柯文哲
volts1549,要投柯文哲,05/19,0.45724517138837606,柯文哲
airswalker,柯文哲有個屁邏輯一直被以前的自己,05/19,0.17509488800221795,柯文哲
AboveTheRim,你是不是覺得柯文哲跟韓國瑜口才都,05/19,0.7792918424391797,柯文哲
nysky,跳板仔的柯文哲側翼網軍什麼時候刴手指,05/19,0.13271165798651685,柯文哲
indium111,柯文哲自己心裡清楚美國人現在最信的,05/19,0.9901466437974075,柯文哲
Dopeman666,警察強盜也柯文哲講的台灣國防都買,05/19,0.871202637338338,柯文哲
Dopeman666,破銅爛鐵也柯文哲講的柯文哲到底想,05/19,0.1537180106071423,柯文哲
nysky,很多時候柯文哲網軍還是來自中共的五毛,05/19,0.8526667219218971,柯文哲
keltt,開始迎接滿滿柯文哲豹紋的半年囉,05/19,0.012465211950630661,柯文哲
nysky,柯文哲在美國被噹多慘還自欺欺人面試通過,05/19,0.7750452197275826,柯文哲
Pietro,我們是不是看了不同集柯文哲明明是直,05/19,0.2263188533725483,柯文哲
volts1549,我們台大碩士高智商的都要投柯文哲,05/19,0.32095525976724015,柯文哲
ikr3699654,PTT嗎中南部柯文哲一定崩盤,05/19,0.02277672460767699,柯文哲
wilson3435,柯文哲就不會被抹紅成這樣了好嗎,05/19,0.003907429298255494,柯文哲
wilson3435,40歲以上沒人惠投柯好嗎柯文哲就跟,05/19,0.08507485684959659,柯文哲
keltt,如果柯文哲當選得選擇國民黨或是民進黨合,05/19,0.1845575499292028,柯文哲
keltt,柯文哲當選的話看看他是否能夠在藍綠兩黨,05/19,0.27932904734585595,柯文哲
wilson3435,柯文哲為主,05/19,0.3411924078725761,柯文哲
indium111,柯文哲吞不下時代力量那些極端左派的,05/19,0.7495008776783889,柯文哲
andy199113,草包柯文哲又做了什麼騙綠騙藍騙騙騙,05/19,0.9413495003717484,柯文哲
yisdl,柯文哲太低了館長那邊預估84%,05/19,0.06143268464568019,柯文哲
wilson3435,柯文哲吃綠票賴清德還40%請問綠票,05/19,0.5602566922899198,柯文哲
unipatriot,好啦柯文哲跟郭台銘這麼棒你趕快去,05/19,0.9946125226953926,柯文哲
unipatriot,我支持柯文哲把綠營票吃掉邊緣化賴清,05/19,0.6351386464838414,柯文哲
PyTorch,要臭柯文哲醫術的真的不用了台大醫沒這,05/19,0.023061715012638095,柯文哲
randykaku,我真的覺得柯文哲不會小手段把媽媽派,05/19,0.2566567959095948,柯文哲
BryantKobe,柯文哲正直是有什麼誤會,05/19,0.7702601405382823,柯文哲
wenchii,柯文哲海內外柯粉都動起來,05/19,0.9410238427630909,柯文哲
lesserpanda,柯文哲正直是誤會了什麼,05/19,0.6301459747394066,柯文哲
katehsu26262,柯文哲正直你是不是誤會了什麼,05/19,0.6387454514031008,柯文哲
a1223356,二岸一家親這個還被柯文哲反殺王定宇,05/19,0.7394717665201025,柯文哲
a1223356,敢回柯文哲這篇嗎哈哈,05/19,0.15250686794219115,柯文哲
LeeSeDol,柯文哲認為逃逸外勞應該就地合法那會,05/19,0.1198010583772775,柯文哲
justin818281,只有柯文哲講的出問題其他藍綠講,05/19,0.5290369405043034,柯文哲
soilndger,柯文哲真的不壞嘴別人也很厲害但市,05/19,0.4508672267235294,柯文哲
nysky,看ptt就知道柯文哲一堆側翼網軍,05/19,0.13009398761096524,柯文哲
nysky,柯文哲一堆側翼網軍還是中共五毛呢,05/19,0.09772595652362659,柯文哲
taso5566,現在有賴清德柯文哲郭台銘,05/19,0.8836634399133789,柯文哲
yisdl,郭上來搞笑還不是一樣被柯文哲吃掉,05/19,0.05325547218252602,柯文哲
a1223356,清廉勤政愛鄉土這七個字自從被柯文哲,05/19,0.2842665472233209,柯文哲
LeeSeDol,柯文哲的路線在訪美前夕直接抄民進黨的,05/19,0.8321552733846802,柯文哲
closer0616,我承認柯文哲比侯友宜好一點點,05/19,0.9395640608608008,柯文哲
i92219,柯文哲那套阿柯積極備戰更是從2019年訪,05/19,0.5680985051953166,柯文哲
i92219,民進黨都自己承認路線跟柯文哲一樣了賴,05/19,0.2543724657302412,柯文哲
pandp,2023年4月11日柯文哲以台灣需要應付,05/19,0.01660431768099524,柯文哲
i92219,那柯文哲沒說錯阿他是各方都可以忍受的,05/19,0.33826423837425645,柯文哲
nysky,柯文哲滿嘴屁話都有側翼網軍洗風向果然猛,05/19,0.004720802036231375,柯文哲
number89757,2024唯一支持柯文哲民進黨吃屎吧,05/19,0.7326607816837454,柯文哲
rickcoo,柯網軍還真多柯文哲只會耍嘴皮嘴臭還,05/19,0.02895340583841477,柯文哲
zip99,台灣的選擇柯文哲,05/19,0.03111888736148183,柯文哲
indium111,DPP應該不會收柯文哲可以考慮去回收,05/19,0.011602866748885221,柯文哲
gn7722,柯文哲笑死,05/19,0.47029606056427886,柯文哲
gn7722,台獨派會去投柯文哲嗎,05/19,0.06461777219072984,柯文哲
gn7722,不然要投賴清德柯文哲嗎,05/19,0.29879019954083663,柯文哲
Coffeewater,要拉下民進黨唯一機會禮讓柯文哲,05/19,0.15816676879523983,柯文哲
malisse74,國民黨你們再不把柯文哲當對手,05/19,0.03104860107199514,柯文哲
wenchii,柯文哲跟佩琪應該高興到睡不著,05/19,0.3696731262857804,柯文哲
wittykai,柯文哲說過他的中心思想就是讓國家進步,05/19,0.8885442516214395,柯文哲
ms883050,事實就是柯文哲比馬英九更無能被柯文,05/19,0.5272141879652801,柯文哲
volts1549,們都打bnt我們都支持柯文哲,05/19,0.41269768548175856,柯文哲
gggghh69,看到了吧柯文哲客群都長怎樣,05/19,0.0239876324574968,柯文哲
nysky,不過現在五毛網軍都是在ptt上挺柯文哲,05/19,0.7342364888053691,柯文哲
SnakeO,沒啥用基本上應該也是柯文哲本來就拿的到,05/20,0.006262990056443041,柯文哲
rogudan,柯文哲的政治人生就是一個抄的連續過程,05/20,0.8626473131578825,柯文哲
netboy789,市長沒空在幫柯文哲造勢,05/20,0.25837973354314214,柯文哲
qoo293372,唯一支持柯文哲,05/20,0.6563651907793474,柯文哲
shirman,樓上別這樣亂凹不然套用到柯文哲的漏水,05/20,0.00027638010204733554,柯文哲
ssiou,你看現在是藍的還是綠的在挺柯文哲,05/20,0.9840738786261122,柯文哲
MonkeyCL,柯文哲說話反著聽,05/20,0.09212189067169996,柯文哲
smartbit,誒柯文哲的高民調只是會造成整合的困,05/20,0.00825035284949116,柯文哲
banmi,看柯文哲或著侯友宜支持這種說法喔,05/20,0.31856863471403574,柯文哲
joe00477,現場好多人喔看來柯文哲注定要被邊緣,05/20,0.9875923639907267,柯文哲
obey1110,這水平差柯文哲多少啊只能講抓賊的事,05/20,0.12406716392158146,柯文哲
rickcoo,反正不是柯文哲這種變色龍市政最後一名,05/20,0.004064557327137286,柯文哲
iamdota,柯文哲還比像抓狂起來就衝中路送頭,05/20,0.7630658806930479,柯文哲
wilson3435,能讓柯文哲贏,05/20,0.4269064536826592,柯文哲
josh79103,柯文哲,05/20,0.5626793671571758,柯文哲
frankx,這次選舉如果是刪去法我第一個刪柯文哲,05/20,0.15484654129277797,柯文哲
MikeyWill,第一個刪柯文哲,05/20,0.1725802575559019,柯文哲
giantwinter,有柯文哲阿誰管猴猴來詐騙,05/20,0.554708820870303,柯文哲
onetwo01,侯友宜目前看起來是在跟柯文哲搶小英路,05/20,0.7818940317745644,柯文哲
unipatriot,民調第二名的柯文哲也是支持兩岸一家,05/20,0.5346631309512185,柯文哲
cooldogy1973,柯文哲不支持92共識,05/20,0.6776227247075418,柯文哲
unipatriot,柯文哲比92共識更具體就是兩岸不能,05/20,0.23281646309649084,柯文哲
unipatriot,我已經看到不少柯文哲第二名的民調了,05/20,0.11998687520123952,柯文哲
x1134b,銀河系大統領柯文哲阿斯,05/20,0.6980506463216867,柯文哲
whiteheart,我只知道柯文哲的台北市公務員一堆當,05/20,0.7431356549423153,柯文哲
joe00477,你可以跟他說投柯文哲等於投廢票投侯,05/20,0.07262252307465733,柯文哲
tim1112,柯文哲已經證實美國就是想用大棒子教訓,05/20,0.8759589144864777,柯文哲
zangetsu9006,要跟柯文哲搭配啊柯今天穿這樣欸,05/20,0.06161364293537286,柯文哲
wilson3435,柯粉綠粉都蠻多的現在柯文哲要靠去,05/20,0.9556766924960137,柯文哲
rogudan,沒錯目前看到很多人都要投柯文哲柯,05/20,0.8749372071510725,柯文哲
gisasy001,可以轉投跟郭台銘友好的柯文哲唷,05/20,0.580479596817217,柯文哲
wang19980531,那是因為支持柯文哲的人真的不少,05/20,0.5694583666989413,柯文哲
jhgfd134679,認真說柯文哲也是空的而且擅長,05/20,0.5093064332326183,柯文哲
htc10,垃圾柯文哲,05/20,0.14419501303737325,柯文哲
oneyear,現在執政黨是民進黨又不是柯文哲哪有,05/20,0.7648719118039009,柯文哲
rogudan,投給柯文哲中國會很開心就不會打過,05/20,0.07347340637229849,柯文哲
onetwo01,柯文哲目前看起來很難贏因為侯友宜比,05/20,0.7117853761762183,柯文哲
unipatriot,你郭台銘支持度跑去柯文哲那裡憑什,05/20,0.6547594061458701,柯文哲
unipatriot,才改投柯文哲,05/20,0.21785675335357335,柯文哲
chean1020,柯文哲年輕人支持度非常高啊低卡使用,05/20,0.5275734773650641,柯文哲
wang19980531,支持柯文哲,05/20,0.660417216226333,柯文哲
bread220,柯文哲登記即當選超強,05/20,0.8572985478416857,柯文哲
rickcoo,柯文哲網軍真多市政最後一名只能帶風向,05/20,0.1332625958674306,柯文哲
xxx60133,讓我們繼續檢討柯文哲,05/20,0.23747382381424542,柯文哲
xxx60133,太可惡了柯文哲,05/20,0.1202167540481398,柯文哲
mark2326,誰要跟你整合柯文哲閉著眼睛也能考贏你,05/20,0.3973133832393545,柯文哲
iPodmilk,該去掛柯文哲的門診了,05/20,0.11137864963645328,柯文哲
Taiwan007,蔡搞不好還比較喜歡柯文哲,05/20,0.4605558712020942,柯文哲
onetwo01,如果不是新潮流做梗柯文哲現在已經是,05/20,0.577673364390322,柯文哲
conanhide,整個版面在導論柯文哲幹嘛是公關在弄,05/20,0.4599728748688361,柯文哲
purplvampire,放送下每個都會背柯文哲的政績了,05/20,0.04699113899095908,柯文哲
ymlin0331,沒有台北市的柯文哲幫忙坦,05/20,0.7171859110313511,柯文哲
